travelCode,userCode,from,to,flightType,price_flight,time,distance,agency,date_flight,year,month,day,day_of_week,name,place,days,price_hotel,total,date_hotel,booking_month
68363,662,Natal (RN),Sao Paulo (SP),firstClass,1142.29,0.85,327.55,FlyingDrops,2021-07-15,2021,7,15,Thursday,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2021-07-15,7
68363,662,Sao Paulo (SP),Natal (RN),firstClass,943.18,0.85,327.55,FlyingDrops,2021-07-19,2021,7,19,Monday,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2021-07-15,7
68364,662,Sao Paulo (SP),Florianopolis (SC),premium,1370.17,1.46,562.14,CloudFy,2021-07-22,2021,7,22,Thursday,Hotel A,Florianopolis (SC),3,313.02,939.06,2021-07-22,7
68364,662,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,2021-07-25,2021,7,25,Sunday,Hotel A,Florianopolis (SC),3,313.02,939.06,2021-07-22,7
68367,662,Natal (RN),Salvador (BH),firstClass,1641.56,1.85,710.57,Rainbow,2021-08-12,2021,8,12,Thursday,Hotel K,Salvador (BH),3,263.41,790.23,2021-08-12,8
68367,662,Salvador (BH),Natal (RN),firstClass,1195.57,1.85,710.57,Rainbow,2021-08-15,2021,8,15,Sunday,Hotel K,Salvador (BH),3,263.41,790.23,2021-08-12,8
68370,662,Natal (RN),Brasilia (DF),economic,686.79,1.43,550.69,Rainbow,2021-09-02,2021,9,2,Thursday,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-09-02,9
68370,662,Brasilia (DF),Natal (RN),economic,726.19,1.43,550.69,Rainbow,2021-09-04,2021,9,4,Saturday,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-09-02,9
68371,662,Sao Paulo (SP),Natal (RN),premium,701.29,0.85,327.55,Rainbow,2021-09-09,2021,9,9,Thursday,Hotel BD,Natal (RN),2,242.88,485.76,2021-09-09,9
68371,662,Natal (RN),Sao Paulo (SP),premium,879.87,0.85,327.55,Rainbow,2021-09-11,2021,9,11,Saturday,Hotel BD,Natal (RN),2,242.88,485.76,2021-09-09,9
68372,662,Sao Paulo (SP),Salvador (BH),economic,793.27,1.04,401.66,CloudFy,2021-09-16,2021,9,16,Thursday,Hotel K,Salvador (BH),1,263.41,263.41,2021-09-16,9
68372,662,Salvador (BH),Sao Paulo (SP),economic,358.62,1.04,401.66,CloudFy,2021-09-17,2021,9,17,Friday,Hotel K,Salvador (BH),1,263.41,263.41,2021-09-16,9
68376,662,Sao Paulo (SP),Brasilia (DF),firstClass,742.94,0.67,257.81,CloudFy,2021-10-14,2021,10,14,Thursday,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-10-14,10
68376,662,Brasilia (DF),Sao Paulo (SP),firstClass,893.65,0.67,257.81,CloudFy,2021-10-15,2021,10,15,Friday,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-10-14,10
68383,662,Sao Paulo (SP),Brasilia (DF),economic,389.47,0.67,257.81,CloudFy,2021-12-02,2021,12,2,Thursday,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-12-02,12
68383,662,Brasilia (DF),Sao Paulo (SP),economic,538.95,0.67,257.81,CloudFy,2021-12-03,2021,12,3,Friday,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-12-02,12
68386,662,Sao Paulo (SP),Natal (RN),firstClass,943.18,0.85,327.55,FlyingDrops,2021-12-23,2021,12,23,Thursday,Hotel BD,Natal (RN),2,242.88,485.76,2021-12-23,12
68386,662,Natal (RN),Sao Paulo (SP),firstClass,1142.29,0.85,327.55,FlyingDrops,2021-12-25,2021,12,25,Saturday,Hotel BD,Natal (RN),2,242.88,485.76,2021-12-23,12
68391,662,Sao Paulo (SP),Rio de Janeiro (RJ),firstClass,1016.89,0.86,331.89,Rainbow,2022-01-27,2022,1,27,Thursday,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2022-01-27,1
68391,662,Rio de Janeiro (RJ),Sao Paulo (SP),firstClass,714.13,0.86,331.89,Rainbow,2022-01-29,2022,1,29,Saturday,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2022-01-27,1
68392,662,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,2022-02-03,2022,2,3,Thursday,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2022-02-03,2
68392,662,Sao Paulo (SP),Aracaju (SE),premium,906.59,1.02,392.76,CloudFy,2022-02-05,2022,2,5,Saturday,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2022-02-03,2
68398,662,Natal (RN),Recife (PE),economic,429.77,0.58,222.67,CloudFy,2022-03-17,2022,3,17,Thursday,Hotel AU,Recife (PE),2,312.83,625.66,2022-03-17,3
68398,662,Recife (PE),Natal (RN),economic,301.51,0.58,222.67,CloudFy,2022-03-19,2022,3,19,Saturday,Hotel AU,Recife (PE),2,312.83,625.66,2022-03-17,3
68401,662,Aracaju (SE),Brasilia (DF),economic,472.72,1.11,425.98,CloudFy,2022-04-07,2022,4,7,Thursday,Hotel BP,Brasilia (DF),4,247.62,990.48,2022-04-07,4
68401,662,Brasilia (DF),Aracaju (SE),economic,654.88,1.11,425.98,CloudFy,2022-04-11,2022,4,11,Monday,Hotel BP,Brasilia (DF),4,247.62,990.48,2022-04-07,4
68405,662,Sao Paulo (SP),Salvador (BH),premium,1118.61,1.04,401.66,CloudFy,2022-05-05,2022,5,5,Thursday,Hotel K,Salvador (BH),3,263.41,790.23,2022-05-05,5
68405,662,Salvador (BH),Sao Paulo (SP),premium,531.49,1.04,401.66,CloudFy,2022-05-08,2022,5,8,Sunday,Hotel K,Salvador (BH),3,263.41,790.23,2022-05-05,5
68409,662,Natal (RN),Aracaju (SE),premium,451.41,0.46,176.33,CloudFy,2022-06-02,2022,6,2,Thursday,Hotel Z,Aracaju (SE),4,208.04,832.16,2022-06-02,6
68409,662,Aracaju (SE),Natal (RN),premium,535.95,0.46,176.33,CloudFy,2022-06-06,2022,6,6,Monday,Hotel Z,Aracaju (SE),4,208.04,832.16,2022-06-02,6
68410,662,Natal (RN),Brasilia (DF),economic,686.79,1.43,550.69,Rainbow,2022-06-09,2022,6,9,Thursday,Hotel BP,Brasilia (DF),4,247.62,990.48,2022-06-09,6
68410,662,Brasilia (DF),Natal (RN),economic,726.19,1.43,550.69,Rainbow,2022-06-13,2022,6,13,Monday,Hotel BP,Brasilia (DF),4,247.62,990.48,2022-06-09,6
68412,662,Sao Paulo (SP),Brasilia (DF),economic,393.84,0.67,257.81,Rainbow,2022-06-23,2022,6,23,Thursday,Hotel BP,Brasilia (DF),2,247.62,495.24,2022-06-23,6
68412,662,Brasilia (DF),Sao Paulo (SP),economic,533.8,0.67,257.81,Rainbow,2022-06-25,2022,6,25,Saturday,Hotel BP,Brasilia (DF),2,247.62,495.24,2022-06-23,6
68414,662,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,2022-07-07,2022,7,7,Thursday,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2022-07-07,7
68414,662,Sao Paulo (SP),Aracaju (SE),premium,906.59,1.02,392.76,CloudFy,2022-07-11,2022,7,11,Monday,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2022-07-07,7
68430,662,Sao Paulo (SP),Campo Grande (MS),premium,438.74,0.44,168.22,Rainbow,2022-10-27,2022,10,27,Thursday,Hotel BW,Campo Grande (MS),1,60.39,60.39,2022-10-27,10
68430,662,Campo Grande (MS),Sao Paulo (SP),premium,441.34,0.44,168.22,Rainbow,2022-10-28,2022,10,28,Friday,Hotel BW,Campo Grande (MS),1,60.39,60.39,2022-10-27,10
68439,662,Sao Paulo (SP),Recife (PE),firstClass,1573.5,1.26,486.52,Rainbow,2022-12-29,2022,12,29,Thursday,Hotel AU,Recife (PE),4,312.83,1251.32,2022-12-29,12
68439,662,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,2023-01-02,2023,1,2,Monday,Hotel AU,Recife (PE),4,312.83,1251.32,2022-12-29,12
68448,663,Natal (RN),Aracaju (SE),economic,301.61,0.46,176.33,Rainbow,2019-11-21,2019,11,21,Thursday,Hotel Z,Aracaju (SE),3,208.04,624.12,2019-11-21,11
68448,663,Aracaju (SE),Natal (RN),economic,380.32,0.46,176.33,Rainbow,2019-11-24,2019,11,24,Sunday,Hotel Z,Aracaju (SE),3,208.04,624.12,2019-11-21,11
68449,663,Natal (RN),Sao Paulo (SP),economic,623.33,0.85,327.55,CloudFy,2019-11-28,2019,11,28,Thursday,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2019-11-28,11
68449,663,Sao Paulo (SP),Natal (RN),economic,488.57,0.85,327.55,CloudFy,2019-11-30,2019,11,30,Saturday,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2019-11-28,11
68460,663,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,2020-02-13,2020,2,13,Thursday,Hotel AU,Recife (PE),3,312.83,938.49,2020-02-13,2
68460,663,Recife (PE),Aracaju (SE),economic,684.88,1.44,555.74,CloudFy,2020-02-16,2020,2,16,Sunday,Hotel AU,Recife (PE),3,312.83,938.49,2020-02-13,2
68461,663,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,2020-02-20,2020,2,20,Thursday,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-02-20,2
68461,663,Brasilia (DF),Aracaju (SE),premium,987.07,1.11,425.98,CloudFy,2020-02-24,2020,2,24,Monday,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-02-20,2
68462,663,Sao Paulo (SP),Campo Grande (MS),firstClass,668.19,0.44,168.22,FlyingDrops,2020-02-27,2020,2,27,Thursday,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-02-27,2
68462,663,Campo Grande (MS),Sao Paulo (SP),firstClass,684.65,0.44,168.22,FlyingDrops,2020-03-01,2020,3,1,Sunday,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-02-27,2
68466,663,Natal (RN),Brasilia (DF),firstClass,1286.63,1.43,550.69,Rainbow,2020-03-26,2020,3,26,Thursday,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-03-26,3
68466,663,Brasilia (DF),Natal (RN),firstClass,1434.91,1.43,550.69,Rainbow,2020-03-28,2020,3,28,Saturday,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-03-26,3
68467,663,Natal (RN),Sao Paulo (SP),economic,583.17,0.85,327.55,Rainbow,2020-04-02,2020,4,2,Thursday,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-04-02,4
68467,663,Sao Paulo (SP),Natal (RN),economic,530.03,0.85,327.55,Rainbow,2020-04-04,2020,4,4,Saturday,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-04-02,4
68469,663,Sao Paulo (SP),Florianopolis (SC),premium,1367.6,1.46,562.14,Rainbow,2020-04-16,2020,4,16,Thursday,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-04-16,4
68469,663,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,2020-04-18,2020,4,18,Saturday,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-04-16,4
68475,663,Natal (RN),Recife (PE),premium,563.23,0.58,222.67,CloudFy,2020-05-28,2020,5,28,Thursday,Hotel AU,Recife (PE),2,312.83,625.66,2020-05-28,5
68475,663,Recife (PE),Natal (RN),premium,474.6,0.58,222.67,CloudFy,2020-05-30,2020,5,30,Saturday,Hotel AU,Recife (PE),2,312.83,625.66,2020-05-28,5
68479,663,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,2020-06-25,2020,6,25,Thursday,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-06-25,6
68479,663,Campo Grande (MS),Aracaju (SE),firstClass,1581.8,1.69,650.1,CloudFy,2020-06-29,2020,6,29,Monday,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-06-25,6
68483,663,Aracaju (SE),Salvador (BH),premium,1289.05,2.16,830.86,Rainbow,2020-07-23,2020,7,23,Thursday,Hotel K,Salvador (BH),3,263.41,790.23,2020-07-23,7
68483,663,Salvador (BH),Aracaju (SE),premium,1247.02,2.16,830.86,Rainbow,2020-07-26,2020,7,26,Sunday,Hotel K,Salvador (BH),3,263.41,790.23,2020-07-23,7
68485,663,Natal (RN),Campo Grande (MS),economic,546.04,0.65,250.68,CloudFy,2020-08-06,2020,8,6,Thursday,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-08-06,8
68485,663,Campo Grande (MS),Natal (RN),economic,467.6,0.65,250.68,CloudFy,2020-08-09,2020,8,9,Sunday,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-08-06,8
68489,663,Natal (RN),Rio de Janeiro (RJ),firstClass,1314.05,1.55,595.03,Rainbow,2020-09-03,2020,9,3,Thursday,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-09-03,9
68489,663,Rio de Janeiro (RJ),Natal (RN),firstClass,1194.15,1.55,595.03,Rainbow,2020-09-05,2020,9,5,Saturday,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-09-03,9
68491,663,Aracaju (SE),Campo Grande (MS),economic,750.92,1.69,650.1,CloudFy,2020-09-17,2020,9,17,Thursday,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-09-17,9
68491,663,Campo Grande (MS),Aracaju (SE),economic,886.9,1.69,650.1,CloudFy,2020-09-21,2020,9,21,Monday,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-09-17,9
68498,664,Natal (RN),Salvador (BH),firstClass,1747.31,1.85,710.57,CloudFy,2019-10-03,2019,10,3,Thursday,Hotel K,Salvador (BH),2,263.41,526.82,2019-10-03,10
68498,664,Salvador (BH),Natal (RN),firstClass,1218.63,1.85,710.57,CloudFy,2019-10-05,2019,10,5,Saturday,Hotel K,Salvador (BH),2,263.41,526.82,2019-10-03,10
68501,664,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,2019-10-24,2019,10,24,Thursday,Hotel A,Florianopolis (SC),3,313.02,939.06,2019-10-24,10
68501,664,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,2019-10-27,2019,10,27,Sunday,Hotel A,Florianopolis (SC),3,313.02,939.06,2019-10-24,10
68502,664,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,2019-10-31,2019,10,31,Thursday,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2019-10-31,10
68502,664,Rio de Janeiro (RJ),Aracaju (SE),premium,1098.93,1.55,597.61,Rainbow,2019-11-01,2019,11,1,Friday,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2019-10-31,10
68503,664,Natal (RN),Brasilia (DF),economic,697.51,1.43,550.69,CloudFy,2019-11-07,2019,11,7,Thursday,Hotel BP,Brasilia (DF),3,247.62,742.86,2019-11-07,11
68503,664,Brasilia (DF),Natal (RN),economic,791.66,1.43,550.69,CloudFy,2019-11-10,2019,11,10,Sunday,Hotel BP,Brasilia (DF),3,247.62,742.86,2019-11-07,11
68509,664,Sao Paulo (SP),Brasilia (DF),premium,602.12,0.67,257.81,CloudFy,2019-12-19,2019,12,19,Thursday,Hotel BP,Brasilia (DF),1,247.62,247.62,2019-12-19,12
68509,664,Brasilia (DF),Sao Paulo (SP),premium,698.1,0.67,257.81,CloudFy,2019-12-20,2019,12,20,Friday,Hotel BP,Brasilia (DF),1,247.62,247.62,2019-12-19,12
68510,664,Sao Paulo (SP),Rio de Janeiro (RJ),firstClass,1041.65,0.86,331.89,FlyingDrops,2019-12-26,2019,12,26,Thursday,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2019-12-26,12
68510,664,Rio de Janeiro (RJ),Sao Paulo (SP),firstClass,753.78,0.86,331.89,FlyingDrops,2019-12-28,2019,12,28,Saturday,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2019-12-26,12
68512,664,Sao Paulo (SP),Florianopolis (SC),economic,947.95,1.46,562.14,CloudFy,2020-01-09,2020,1,9,Thursday,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-01-09,1
68512,664,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,2020-01-11,2020,1,11,Saturday,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-01-09,1
68515,664,Aracaju (SE),Salvador (BH),firstClass,1684.05,2.16,830.86,CloudFy,2020-01-30,2020,1,30,Thursday,Hotel K,Salvador (BH),1,263.41,263.41,2020-01-30,1
68515,664,Salvador (BH),Aracaju (SE),firstClass,1531.92,2.16,830.86,CloudFy,2020-01-31,2020,1,31,Friday,Hotel K,Salvador (BH),1,263.41,263.41,2020-01-30,1
68517,664,Sao Paulo (SP),Natal (RN),firstClass,932.87,0.85,327.55,Rainbow,2020-02-13,2020,2,13,Thursday,Hotel BD,Natal (RN),4,242.88,971.52,2020-02-13,2
68517,664,Natal (RN),Sao Paulo (SP),firstClass,1148.78,0.85,327.55,Rainbow,2020-02-17,2020,2,17,Monday,Hotel BD,Natal (RN),4,242.88,971.52,2020-02-13,2
68521,664,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,2020-03-12,2020,3,12,Thursday,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-03-12,3
68521,664,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,2020-03-16,2020,3,16,Monday,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-03-12,3
68523,664,Sao Paulo (SP),Salvador (BH),economic,793.27,1.04,401.66,CloudFy,2020-03-26,2020,3,26,Thursday,Hotel K,Salvador (BH),4,263.41,1053.64,2020-03-26,3
68523,664,Salvador (BH),Sao Paulo (SP),economic,358.62,1.04,401.66,CloudFy,2020-03-30,2020,3,30,Monday,Hotel K,Salvador (BH),4,263.41,1053.64,2020-03-26,3
68529,664,Natal (RN),Aracaju (SE),firstClass,576.66,0.46,176.33,CloudFy,2020-05-07,2020,5,7,Thursday,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-05-07,5
68529,664,Aracaju (SE),Natal (RN),firstClass,598.61,0.46,176.33,CloudFy,2020-05-10,2020,5,10,Sunday,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-05-07,5
68530,664,Natal (RN),Rio de Janeiro (RJ),premium,1100.85,1.55,595.03,Rainbow,2020-05-14,2020,5,14,Thursday,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-05-14,5
68530,664,Rio de Janeiro (RJ),Natal (RN),premium,991.04,1.55,595.03,Rainbow,2020-05-16,2020,5,16,Saturday,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-05-14,5
68531,664,Sao Paulo (SP),Campo Grande (MS),premium,447.53,0.44,168.22,CloudFy,2020-05-21,2020,5,21,Thursday,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-05-21,5
68531,664,Campo Grande (MS),Sao Paulo (SP),premium,536.98,0.44,168.22,CloudFy,2020-05-22,2020,5,22,Friday,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-05-21,5
68534,664,Sao Paulo (SP),Recife (PE),economic,829.91,1.26,486.52,CloudFy,2020-06-11,2020,6,11,Thursday,Hotel AU,Recife (PE),2,312.83,625.66,2020-06-11,6
68534,664,Recife (PE),Sao Paulo (SP),economic,513.06,1.26,486.52,CloudFy,2020-06-13,2020,6,13,Saturday,Hotel AU,Recife (PE),2,312.83,625.66,2020-06-11,6
68537,664,Natal (RN),Recife (PE),economic,406.36,0.58,222.67,Rainbow,2020-07-02,2020,7,2,Thursday,Hotel AU,Recife (PE),2,312.83,625.66,2020-07-02,7
68537,664,Recife (PE),Natal (RN),economic,360.22,0.58,222.67,Rainbow,2020-07-04,2020,7,4,Saturday,Hotel AU,Recife (PE),2,312.83,625.66,2020-07-02,7
68542,664,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,2020-08-06,2020,8,6,Thursday,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-08-06,8
68542,664,Rio de Janeiro (RJ),Aracaju (SE),premium,1098.93,1.55,597.61,Rainbow,2020-08-08,2020,8,8,Saturday,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-08-06,8
68543,664,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,2020-08-13,2020,8,13,Thursday,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-08-13,8
68543,664,Rio de Janeiro (RJ),Aracaju (SE),economic,734.09,1.55,597.61,Rainbow,2020-08-17,2020,8,17,Monday,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-08-13,8
68544,664,Natal (RN),Brasilia (DF),firstClass,1286.63,1.43,550.69,Rainbow,2020-08-20,2020,8,20,Thursday,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-08-20,8
68544,664,Brasilia (DF),Natal (RN),firstClass,1434.91,1.43,550.69,Rainbow,2020-08-24,2020,8,24,Monday,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-08-20,8
68558,664,Sao Paulo (SP),Campo Grande (MS),firstClass,668.19,0.44,168.22,FlyingDrops,2020-11-26,2020,11,26,Thursday,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-11-26,11
68558,664,Campo Grande (MS),Sao Paulo (SP),firstClass,684.65,0.44,168.22,FlyingDrops,2020-11-30,2020,11,30,Monday,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-11-26,11
68559,664,Sao Paulo (SP),Recife (PE),firstClass,1573.5,1.26,486.52,Rainbow,2020-12-03,2020,12,3,Thursday,Hotel AU,Recife (PE),4,312.83,1251.32,2020-12-03,12
68559,664,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,2020-12-07,2020,12,7,Monday,Hotel AU,Recife (PE),4,312.83,1251.32,2020-12-03,12
68564,664,Aracaju (SE),Florianopolis (SC),premium,1132.81,2.1,808.85,Rainbow,2021-01-07,2021,1,7,Thursday,Hotel A,Florianopolis (SC),2,313.02,626.04,2021-01-07,1
68564,664,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,2021-01-09,2021,1,9,Saturday,Hotel A,Florianopolis (SC),2,313.02,626.04,2021-01-07,1
68566,664,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,2021-01-21,2021,1,21,Thursday,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2021-01-21,1
68566,664,Sao Paulo (SP),Aracaju (SE),premium,962.54,1.02,392.76,Rainbow,2021-01-24,2021,1,24,Sunday,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2021-01-21,1
68575,664,Sao Paulo (SP),Salvador (BH),firstClass,1306.8,1.04,401.66,CloudFy,2021-03-25,2021,3,25,Thursday,Hotel K,Salvador (BH),3,263.41,790.23,2021-03-25,3
68575,664,Salvador (BH),Sao Paulo (SP),firstClass,590.98,1.04,401.66,CloudFy,2021-03-28,2021,3,28,Sunday,Hotel K,Salvador (BH),3,263.41,790.23,2021-03-25,3
68577,664,Sao Paulo (SP),Natal (RN),firstClass,943.18,0.85,327.55,FlyingDrops,2021-04-08,2021,4,8,Thursday,Hotel BD,Natal (RN),4,242.88,971.52,2021-04-08,4
68577,664,Natal (RN),Sao Paulo (SP),firstClass,1142.29,0.85,327.55,FlyingDrops,2021-04-12,2021,4,12,Monday,Hotel BD,Natal (RN),4,242.88,971.52,2021-04-08,4
68582,664,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,2021-05-13,2021,5,13,Thursday,Hotel BD,Natal (RN),4,242.88,971.52,2021-05-13,5
68582,664,Natal (RN),Aracaju (SE),firstClass,611.59,0.46,176.33,FlyingDrops,2021-05-17,2021,5,17,Monday,Hotel BD,Natal (RN),4,242.88,971.52,2021-05-13,5
68585,664,Sao Paulo (SP),Natal (RN),premium,719.91,0.85,327.55,CloudFy,2021-06-03,2021,6,3,Thursday,Hotel BD,Natal (RN),1,242.88,242.88,2021-06-03,6
68585,664,Natal (RN),Sao Paulo (SP),premium,863.8,0.85,327.55,CloudFy,2021-06-04,2021,6,4,Friday,Hotel BD,Natal (RN),1,242.88,242.88,2021-06-03,6
68586,664,Sao Paulo (SP),Natal (RN),firstClass,943.18,0.85,327.55,FlyingDrops,2021-06-10,2021,6,10,Thursday,Hotel BD,Natal (RN),3,242.88,728.64,2021-06-10,6
68586,664,Natal (RN),Sao Paulo (SP),firstClass,1142.29,0.85,327.55,FlyingDrops,2021-06-13,2021,6,13,Sunday,Hotel BD,Natal (RN),3,242.88,728.64,2021-06-10,6
68587,664,Sao Paulo (SP),Florianopolis (SC),premium,1370.17,1.46,562.14,CloudFy,2021-06-17,2021,6,17,Thursday,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-06-17,6
68587,664,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,2021-06-21,2021,6,21,Monday,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-06-17,6
68599,664,Sao Paulo (SP),Aracaju (SE),firstClass,1186.15,1.02,392.76,CloudFy,2021-09-09,2021,9,9,Thursday,Hotel Z,Aracaju (SE),1,208.04,208.04,2021-09-09,9
68599,664,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,2021-09-10,2021,9,10,Friday,Hotel Z,Aracaju (SE),1,208.04,208.04,2021-09-09,9
68603,664,Natal (RN),Brasilia (DF),premium,919.89,1.43,550.69,Rainbow,2021-10-07,2021,10,7,Thursday,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-10-07,10
68603,664,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,2021-10-11,2021,10,11,Monday,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-10-07,10
68606,664,Aracaju (SE),Campo Grande (MS),premium,1116.83,1.69,650.1,Rainbow,2021-10-28,2021,10,28,Thursday,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-10-28,10
68606,664,Campo Grande (MS),Aracaju (SE),premium,1146.95,1.69,650.1,Rainbow,2021-10-31,2021,10,31,Sunday,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-10-28,10
68615,664,Natal (RN),Campo Grande (MS),firstClass,953.32,0.65,250.68,CloudFy,2021-12-30,2021,12,30,Thursday,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-12-30,12
68615,664,Campo Grande (MS),Natal (RN),firstClass,732.89,0.65,250.68,CloudFy,2022-01-02,2022,1,2,Sunday,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-12-30,12
68618,664,Natal (RN),Aracaju (SE),premium,451.41,0.46,176.33,CloudFy,2022-01-20,2022,1,20,Thursday,Hotel Z,Aracaju (SE),3,208.04,624.12,2022-01-20,1
68618,664,Aracaju (SE),Natal (RN),premium,535.95,0.46,176.33,CloudFy,2022-01-23,2022,1,23,Sunday,Hotel Z,Aracaju (SE),3,208.04,624.12,2022-01-20,1
68619,664,Aracaju (SE),Brasilia (DF),economic,472.72,1.11,425.98,CloudFy,2022-01-27,2022,1,27,Thursday,Hotel BP,Brasilia (DF),1,247.62,247.62,2022-01-27,1
68619,664,Brasilia (DF),Aracaju (SE),economic,654.88,1.11,425.98,CloudFy,2022-01-28,2022,1,28,Friday,Hotel BP,Brasilia (DF),1,247.62,247.62,2022-01-27,1
68620,664,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,2.1,808.85,FlyingDrops,2022-02-03,2022,2,3,Thursday,Hotel A,Florianopolis (SC),1,313.02,313.02,2022-02-03,2
